Time	EMG	Muscle Force
0.088	-0.0443272	0.276605
0.089	0.0488065	0.276978
0.09	0.130527	0.276605
0.091	-0.0318415	0.276605
0.092	-0.0843745	0.276605
0.093	-0.0367023	0.276605
0.094	-0.070731	0.276978
0.095	-0.00298851	0.276978
0.096	0.137417	0.276605
0.097	0.0818325	0.276978
0.098	-0.0631977	0.276605
0.099	-0.0620615	0.276605
0.1	-0.00856811	0.276978
0.101	0.00130956	0.276605
0.102	0.0294384	0.276978
0.103	0.0473244	0.276978
0.104	-0.0214128	0.276978
0.105	-0.0586513	0.276605
0.106	0.0379539	0.276605
0.107	-0.0475555	0.276605
0.108	-0.104101	0.276978
0.109	0.0275819	0.276978
0.11	0.115799	0.276978
0.111	0.109079	0.276978
0.112	0.0686422	0.276978
0.113	0.0474915	0.276978
0.114	-0.139062	0.276978
0.115	-0.288812	0.276978
0.116	-0.116469	0.276978
0.117	0.175967	0.276605
0.118	0.148719	0.276978
0.119	0.0340514	0.276978
0.12	0.0442943	0.276605
0.121	0.041048	0.276978
0.122	-0.0143994	0.276978
0.123	-0.0102243	0.276978
0.124	-0.090563	0.276978
0.125	-0.11154	0.276978
0.126	-0.0561587	0.276978
0.127	0.0186312	0.276978
0.128	0.0422524	0.276978
0.129	0.08543	0.276978
0.13	0.1208	0.276605
0.131	0.0503107	0.276978
0.132	-0.0558636	0.276978
0.133	-0.0600363	0.276605
0.134	-0.036229	0.276978
0.135	-0.0488684	0.276605
0.136	-0.0765079	0.276605
0.137	-0.0432737	0.276605
0.138	0.0698083	0.276605
0.139	0.110623	0.276605
0.14	0.0456403	0.276605
0.141	0.0554326	0.276605
0.142	-0.0052956	0.276605
0.143	-0.0680427	0.276605
0.144	-0.0860478	0.276605
0.145	-0.0287572	0.276605
0.146	0.0286761	0.276978
0.147	0.00301765	0.276605
0.148	-0.0617644	0.276605
0.149	-0.0125393	0.276605
0.15	0.115542	0.276605
0.151	0.178751	0.276605
0.152	0.053146	0.276978
0.153	-0.0927864	0.276605
0.154	-0.208212	0.276978
0.155	-0.203411	0.276978
0.156	0.0135743	0.276978
0.157	0.150735	0.276978
0.158	0.254799	0.276978
0.159	0.128509	0.276978
0.16	-0.136464	0.276978
0.161	-0.178967	0.276978
0.162	-0.0852334	0.276978
0.163	0.0242585	0.276978
0.164	0.0172398	0.276978
0.165	0.054791	0.276978
0.166	0.130666	0.276978
0.167	0.0781314	0.276978
0.168	-0.0870668	0.276978
0.169	-0.166064	0.276978
0.17	-0.14336	0.276978
0.171	-0.0684776	0.276978
0.172	0.121347	0.276978
0.173	0.290063	0.276978
0.174	0.250291	0.276978
0.175	0.0332885	0.276978
0.176	-0.251403	0.276978
0.177	-0.455818	0.276978
0.178	-0.237082	0.276978
0.179	0.225187	0.276978
0.18	0.28514	0.276978
0.181	0.126989	0.276978
0.182	0.0986892	0.276978
0.183	0.0588935	0.276978
0.184	-0.03834	0.276978
0.185	-0.150344	0.276978
0.186	-0.209054	0.276978
0.187	-0.163277	0.276978
0.188	-0.0298721	0.276978
0.189	0.196936	0.276978
0.19	0.259209	0.276978
0.191	0.102244	0.276978
0.192	-0.0699946	0.276978
0.193	-0.0879714	0.276978
0.194	-0.0539061	0.276978
0.195	-0.0476954	0.276978
0.196	-0.040495	0.276978
0.197	-0.0551702	0.276978
0.198	-0.0395971	0.276978
0.199	0.0729408	0.276978
0.2	0.150988	0.276978
0.201	0.130342	0.276978
0.202	0.0269546	0.276978
0.203	-0.134486	0.276978
0.204	-0.195651	0.276978
0.205	-0.104685	0.276978
0.206	0.103085	0.276978
0.207	0.114054	0.276978
0.208	0.0300244	0.276978
0.209	0.0996435	0.276978
0.21	-0.0172886	0.276978
0.211	-0.139837	0.276978
0.212	-0.040909	0.276978
0.213	0.0602727	0.276978
0.214	-0.0373834	0.276978
0.215	-0.0459563	0.276978
0.216	0.0200426	0.276978
0.217	0.128939	0.276978
0.218	0.098435	0.276978
0.219	-0.0346283	0.276978
0.22	-0.170412	0.276978
0.221	-0.0849952	0.276605
0.222	0.0437055	0.276978
0.223	0.0808771	0.276978
0.224	0.032945	0.276978
0.225	0.0332119	0.276978
0.226	-0.0440006	0.276978
0.227	-0.0726878	0.276978
0.228	-0.00116328	0.276978
0.229	0.125725	0.276978
0.23	0.110759	0.276605
0.231	-0.0744416	0.276978
0.232	-0.154763	0.276605
0.233	-0.124641	0.276605
0.234	0.000266158	0.276605
0.235	0.114163	0.276978
0.236	0.104317	0.276605
0.237	0.0420416	0.276605
0.238	0.0217305	0.276605
0.239	0.045989	0.276605
0.24	-0.0334266	0.276605
0.241	-0.151165	0.276605
0.242	-0.094319	0.276605
0.243	-0.00923268	0.276605
0.244	0.012568	0.276605
0.245	0.046491	0.276605
0.246	0.0990817	0.276605
0.247	0.0986833	0.276605
0.248	-0.00716083	0.276605
0.249	-0.0969299	0.276605
0.25	-0.00915131	0.276605
0.251	0.0373784	0.276978
0.252	-0.0384429	0.276978
0.253	-0.0396186	0.276605
0.254	-0.0334905	0.276605
0.255	-0.0914075	0.276605
0.256	0.0516132	0.276605
0.257	0.165438	0.276605
0.258	0.0374969	0.276605
0.259	-0.0679643	0.276605
0.26	-0.0367233	0.276605
0.261	-0.00510718	0.276605
0.262	0.0487773	0.276605
0.263	0.0600807	0.276605
0.264	-0.0562817	0.276605
0.265	-0.0972115	0.276605
0.266	-0.0894067	0.276605
0.267	0.0148421	0.276605
0.268	0.10783	0.276605
0.269	0.116616	0.276605
0.27	0.047129	0.276605
0.271	-0.0831121	0.276605
0.272	-0.0904474	0.276605
0.273	0.0296368	0.276605
0.274	0.0115072	0.276605
0.275	-0.055689	0.276605
0.276	-0.051304	0.276605
0.277	0.0512997	0.276605
0.278	0.0944583	0.276605
0.279	0.0646855	0.276605
0.28	-0.0188014	0.276605
0.281	-0.0575161	0.276605
0.282	-0.0502351	0.276605
0.283	-0.0582258	0.276605
0.284	-0.0722395	0.276605
0.285	0.0196734	0.276605
0.286	0.118126	0.276605
0.287	0.156846	0.276605
0.288	0.0627429	0.276605
0.289	-0.0661961	0.276605
0.29	-0.137973	0.276605
0.291	-0.166082	0.276605
0.292	-0.0747746	0.276605
0.293	0.102458	0.276978
0.294	0.108445	0.276978
0.295	0.117751	0.276978
0.296	0.157396	0.276978
0.297	-0.0152789	0.276978
0.298	-0.203476	0.276978
0.299	-0.164823	0.276978
0.3	-0.0378122	0.276978
0.301	-0.00106353	0.276978
0.302	0.0448418	0.276978
0.303	0.10414	0.276978
0.304	0.10697	0.276978
0.305	0.104976	0.276978
0.306	0.0905788	0.276978
0.307	-0.0176356	0.276978
0.308	-0.243183	0.276978
0.309	-0.375695	0.276978
0.31	-0.133434	0.276978
0.311	0.238015	0.276978
0.312	0.355189	0.276605
0.313	0.250983	0.276605
0.314	-0.0974089	0.276605
0.315	-0.174684	0.276605
0.316	-0.101611	0.276978
0.317	-0.0407741	0.276978
0.318	-0.0362437	0.276978
0.319	0.010299	0.276605
0.32	0.0283724	0.276978
0.321	-0.0339424	0.276605
0.322	0.0241994	0.276605
0.323	0.121718	0.276605
0.324	0.111988	0.276605
0.325	-0.0538899	0.276978
0.326	-0.171671	0.276978
0.327	-0.0560432	0.276978
0.328	0.0563369	0.276605
0.329	0.109609	0.276978
0.33	0.0911131	0.276978
0.331	-0.0432123	0.276978
0.332	-0.117182	0.276978
0.333	-0.150584	0.276605
0.334	-0.00600671	0.276605
0.335	0.0766331	0.276978
0.336	0.0924966	0.276978
0.337	0.0621899	0.276605
0.338	0.0403076	0.276605
0.339	0.10676	0.276605
0.34	-0.00528218	0.276605
0.341	-0.117269	0.276605
0.342	-0.146735	0.276605
0.343	-0.185482	0.276605
0.344	-0.0722777	0.276605
0.345	0.103332	0.276605
0.346	0.248258	0.276605
0.347	0.16529	0.276605
0.348	0.0324382	0.276605
0.349	0.00565348	0.276605
0.35	-0.0906549	0.276605
0.351	-0.123417	0.276605
0.352	-0.118068	0.276605
0.353	-0.145233	0.276605
0.354	-0.0430858	0.276605
0.355	0.0765634	0.276605
0.356	0.177482	0.276605
0.357	0.225029	0.276605
0.358	0.133947	0.276605
0.359	-0.0490973	0.276605
0.36	-0.188228	0.276605
0.361	-0.168372	0.276605
0.362	-0.115166	0.276978
0.363	-0.0223479	0.276605
0.364	0.0140815	0.276605
0.365	0.0958081	0.276605
0.366	0.160334	0.276605
0.367	0.135471	0.276605
0.368	0.0604765	0.276605
0.369	-0.0184968	0.276605
0.37	-0.142612	0.276605
0.371	-0.263464	0.276605
0.372	-0.193686	0.276605
0.373	0.062447	0.276605
0.374	0.26362	0.276605
0.375	0.243607	0.276605
0.376	0.0882095	0.276605
0.377	-0.0917867	0.276605
0.378	-0.157746	0.276605
0.379	-0.135801	0.276605
0.38	-0.102171	0.276605
0.381	-0.03611	0.276605
0.382	0.07841	0.276605
0.383	0.202706	0.276605
0.384	0.158578	0.276605
0.385	0.0544042	0.276605
0.386	-0.0633129	0.276605
0.387	-0.205131	0.276605
0.388	-0.239132	0.276605
0.389	-0.0609869	0.276605
0.39	0.0628612	0.276978
0.391	0.186789	0.276605
0.392	0.276771	0.276605
0.393	0.0988516	0.276605
0.394	-0.100484	0.276605
0.395	-0.138708	0.276605
0.396	-0.164685	0.276605
0.397	-0.173389	0.276605
0.398	-0.0282191	0.276605
0.399	0.139265	0.276605
0.4	0.155322	0.276605
0.401	0.148966	0.276605
0.402	0.122327	0.276605
0.403	-0.0728761	0.276605
0.404	-0.1804	0.276605
0.405	-0.206593	0.276605
0.406	-0.0623027	0.276605
0.407	0.0536353	0.276978
0.408	0.133094	0.276605
0.409	0.164502	0.276605
0.41	0.102878	0.276605
0.411	0.0161742	0.276605
0.412	-0.118032	0.276605
0.413	-0.203287	0.276605
0.414	-0.220505	0.276605
0.415	-0.042638	0.276605
0.416	0.278566	0.276605
0.417	0.326909	0.276605
0.418	0.0914297	0.276605
0.419	-0.095313	0.276605
0.42	-0.216502	0.276605
0.421	-0.278767	0.276605
0.422	-0.0689584	0.276605
0.423	0.195836	0.276605
0.424	0.185481	0.276605
0.425	0.0815523	0.276605
0.426	-0.0165913	0.276605
0.427	-0.0988307	0.276605
0.428	-0.0720442	0.276605
0.429	0.0383565	0.276605
0.43	0.0576712	0.276605
0.431	-0.0329576	0.276605
0.432	-0.00798069	0.276605
0.433	-0.01701	0.276605
0.434	-0.075479	0.276605
0.435	-0.0743989	0.276605
0.436	0.034205	0.276605
0.437	0.137509	0.276605
0.438	0.14589	0.276605
0.439	0.117722	0.276605
0.44	-0.0388682	0.276605
0.441	-0.204433	0.276605
0.442	-0.281448	0.276978
0.443	-0.172708	0.276605
0.444	0.189399	0.276605
0.445	0.307617	0.276605
0.446	0.188068	0.276605
0.447	-0.0208175	0.276978
0.448	-0.146291	0.276605
0.449	-0.118126	0.276605
0.45	0.0104427	0.276605
0.451	0.0119038	0.276605
0.452	-0.0867911	0.276605
0.453	-0.111038	0.276605
0.454	-0.0499307	0.276605
0.455	0.0876852	0.276605
0.456	0.317907	0.276605
0.457	0.229624	0.276605
0.458	-0.0445027	0.276605
0.459	-0.14891	0.276605
0.46	-0.25652	0.276605
0.461	-0.296659	0.276605
0.462	-0.104062	0.276605
0.463	0.239037	0.276605
0.464	0.234665	0.276605
0.465	0.139245	0.276605
0.466	0.123501	0.276605
0.467	0.0456043	0.276605
0.468	-0.0599741	0.276605
0.469	-0.170843	0.276605
0.47	-0.330209	0.276605
0.471	-0.21133	0.276605
0.472	0.0847308	0.276605
0.473	0.220972	0.276605
0.474	0.296287	0.276605
0.475	0.267097	0.276605
0.476	0.0202124	0.276605
0.477	-0.267237	0.276605
0.478	-0.329107	0.276605
0.479	-0.224466	0.276605
0.48	-0.0227391	0.276605
0.481	0.225482	0.276605
0.482	0.33926	0.276605
0.483	0.21453	0.276605
0.484	-0.00990191	0.276605
0.485	-0.141058	0.276605
0.486	-0.29359	0.276605
0.487	-0.264694	0.276605
0.488	-0.048759	0.276605
0.489	0.116714	0.276605
0.49	0.270845	0.276605
0.491	0.239763	0.276605
0.492	0.0575014	0.276605
0.493	-0.0498995	0.276605
0.494	-0.130402	0.276605
0.495	-0.138727	0.276605
0.496	-0.0617888	0.276605
0.497	-0.132129	0.276605
0.498	-0.12202	0.276605
0.499	0.0644144	0.276605
0.5	0.215538	0.276605
0.501	0.295331	0.276605
0.502	0.220017	0.276605
0.503	-0.0838943	0.276605
0.504	-0.267344	0.276605
0.505	-0.331545	0.276605
0.506	-0.202109	0.276605
0.507	0.0542249	0.276605
0.508	0.222688	0.276605
0.509	0.282529	0.276605
0.51	0.214357	0.276605
0.511	-0.0140335	0.276605
0.512	-0.220581	0.276605
0.513	-0.214586	0.276605
0.514	-0.166745	0.276605
0.515	0.0767998	0.276605
0.516	0.157735	0.276605
0.517	0.100462	0.276605
0.518	0.0488599	0.276605
0.519	0.0247293	0.276605
0.52	-0.0731746	0.276605
0.521	-0.165269	0.276605
0.522	-0.0165796	0.276605
0.523	0.0882081	0.276605
0.524	0.0361889	0.276605
0.525	0.0703258	0.276605
0.526	0.0183177	0.276605
0.527	-0.0565608	0.276605
0.528	-0.0770158	0.276605
0.529	-0.0157473	0.276605
0.53	0.00489114	0.276978
0.531	-0.0539215	0.276605
0.532	-0.00824441	0.276605
0.533	0.149799	0.276605
0.534	0.117669	0.276605
0.535	0.0738218	0.276605
0.536	-0.0516343	0.276605
0.537	-0.267994	0.276605
0.538	-0.245427	0.276605
0.539	0.0785028	0.276605
0.54	0.151601	0.276605
0.541	0.148537	0.276605
0.542	0.22479	0.276605
0.543	0.000928543	0.276605
0.544	-0.224879	0.276605
0.545	-0.109193	0.276605
0.546	-0.0392078	0.276605
0.547	-0.0883915	0.276605
0.548	-0.00356301	0.276605
0.549	0.13754	0.276605
0.55	0.165175	0.276605
0.551	0.0612317	0.276605
0.552	-0.0462795	0.276605
0.553	-0.0710876	0.276605
0.554	-0.0846884	0.276605
0.555	-0.103606	0.276605
0.556	0.00699243	0.276605
0.557	0.108343	0.276605
0.558	0.0579462	0.276605
0.559	-0.0215022	0.276605
0.56	-0.00140693	0.276605
0.561	0.00574142	0.276605
0.562	0.01895	0.276605
0.563	0.0885241	0.276605
0.564	-0.0892448	0.276605
0.565	-0.171667	0.276605
0.566	-0.0351691	0.276605
0.567	0.136773	0.276605
0.568	0.074342	0.276605
0.569	0.0251676	0.276605
0.57	-0.0403359	0.276605
0.571	-0.079196	0.276605
0.572	0.0300778	0.276605
0.573	0.172214	0.276605
0.574	0.0357007	0.276605
0.575	-0.153391	0.276605
0.576	-0.218917	0.276605
0.577	-0.150138	0.276605
0.578	0.0916972	0.276605
0.579	0.325521	0.276605
0.58	0.261254	0.276605
0.581	-0.0236893	0.276605
0.582	-0.234329	0.276605
0.583	-0.235828	0.276605
0.584	-0.0530043	0.276605
0.585	0.114699	0.276605
0.586	0.0240602	0.276605
0.587	0.00410919	0.276605
0.588	0.0606764	0.276605
0.589	0.106569	0.276605
0.59	0.0723075	0.276605
0.591	-0.0347116	0.276605
0.592	-0.141061	0.276605
0.593	-0.131054	0.276605
0.594	-0.0115437	0.276605
0.595	0.0324746	0.276605
0.596	0.0896255	0.276605
0.597	0.0808302	0.276605
0.598	0.00560821	0.276605
0.599	0.00643949	0.276605
0.6	-0.0104104	0.276605
0.601	-0.000450425	0.276605
0.602	-0.0168685	0.276605
0.603	-0.0584407	0.276605
0.604	-0.132245	0.276605
0.605	-0.144318	0.276605
0.606	0.0940999	0.276605
0.607	0.272223	0.276605
0.608	0.151959	0.276605
0.609	0.026076	0.276605
0.61	-0.0188974	0.276605
0.611	-0.156358	0.276605
0.612	-0.269313	0.276605
0.613	-0.147467	0.276605
0.614	0.049222	0.276605
0.615	0.180577	0.276605
0.616	0.138229	0.276605
0.617	0.106589	0.276605
0.618	0.160498	0.276605
0.619	0.0309001	0.276605
0.62	-0.250384	0.276605
0.621	-0.326889	0.276605
0.622	-0.0834636	0.276605
0.623	0.122861	0.276605
0.624	0.180637	0.276605
0.625	0.152916	0.276978
0.626	0.0499191	0.276978
0.627	-0.105395	0.276605
0.628	-0.0825169	0.276978
0.629	0.0146974	0.276978
0.63	0.0209697	0.276978
0.631	-0.0372055	0.276605
0.632	-0.0426655	0.276978
0.633	-0.000525465	0.276978
0.634	-0.0260041	0.276605
0.635	0.0295633	0.276605
0.636	0.05928	0.276978
0.637	0.0203474	0.276605
0.638	0.0500541	0.276978
0.639	0.126149	0.276605
0.64	-0.0874325	0.276605
0.641	-0.212061	0.276978
0.642	-0.101761	0.276605
0.643	-0.0899565	0.276605
0.644	0.138081	0.276605
0.645	0.300667	0.276978
0.646	0.153209	0.276978
0.647	-0.124465	0.276605
0.648	-0.182467	0.276605
0.649	-0.0816419	0.276605
0.65	-0.0700186	0.276605
0.651	-0.013851	0.276605
0.652	0.12589	0.276605
0.653	0.11054	0.276605
0.654	0.00220875	0.276605
0.655	-0.0370589	0.276605
0.656	0.0217121	0.276605
0.657	0.032746	0.276605
0.658	-0.048111	0.276605
0.659	-0.102889	0.276605
0.66	-0.0938528	0.276605
0.661	0.0135665	0.276605
0.662	0.14486	0.276605
0.663	0.162658	0.276605
0.664	-0.0501772	0.276605
0.665	-0.155246	0.276605
0.666	-0.0163543	0.276605
0.667	0.113868	0.276605
0.668	0.0433534	0.276605
0.669	-0.0803185	0.276605
0.67	-0.0539867	0.276605
0.671	-0.0556731	0.276978
0.672	-0.0564715	0.276605
0.673	0.0180414	0.276605
0.674	0.163522	0.276978
0.675	0.17647	0.276605
0.676	-0.0511222	0.276978
0.677	-0.16415	0.276978
0.678	-0.0419844	0.276978
0.679	0.0545934	0.276978
0.68	0.00223893	0.276978
0.681	-0.078894	0.276978
0.682	-0.0334588	0.276978
0.683	0.0256597	0.276978
0.684	0.0518437	0.276978
0.685	0.0384729	0.276978
0.686	0.0294696	0.276978
0.687	-0.0109785	0.276978
0.688	-0.0162526	0.276978
0.689	0.174118	0.276605
0.69	0.0378594	0.276978
0.691	-0.197026	0.276978
0.692	-0.306989	0.276605
0.693	-0.214221	0.276605
0.694	0.149594	0.276605
0.695	0.450732	0.276605
0.696	0.353909	0.276605
0.697	-0.0701287	0.276605
0.698	-0.264088	0.276605
0.699	-0.24187	0.276605
0.7	-0.130806	0.276978
0.701	0.0231001	0.276605
0.702	0.0763149	0.276605
0.703	0.145088	0.276605
0.704	0.0663824	0.276605
0.705	0.00774308	0.276605
0.706	0.0411484	0.276605
0.707	0.0130253	0.276605
0.708	-0.0892209	0.276605
0.709	-0.140971	0.276605
0.71	-0.0650611	0.276605
0.711	0.0667927	0.276605
0.712	0.11795	0.276605
0.713	0.085638	0.276605
0.714	-0.0703979	0.276605
0.715	-0.0767522	0.276605
0.716	-0.0203282	0.276605
0.717	0.0850665	0.276605
0.718	0.12372	0.276605
0.719	-0.00111165	0.276605
0.72	-0.133494	0.276605
0.721	-0.20324	0.276605
0.722	-0.0625402	0.276605
0.723	0.0815919	0.276605
0.724	0.203618	0.276605
0.725	0.205723	0.276605
0.726	0.0502681	0.276605
0.727	-0.165033	0.276605
0.728	-0.189708	0.276605
0.729	-0.0277829	0.276605
0.73	-0.0228855	0.276605
0.731	-0.0460899	0.276605
0.732	0.0280714	0.276605
0.733	0.105152	0.276605
0.734	0.150882	0.276605
0.735	0.0994594	0.276605
0.736	-0.0459227	0.276605
0.737	-0.133316	0.276605
0.738	-0.142004	0.276605
0.739	-0.0421591	0.276605
0.74	0.0484199	0.276605
0.741	0.0534103	0.276605
0.742	-0.00148541	0.276605
0.743	0.030069	0.276605
0.744	0.0584723	0.276978
0.745	0.00862504	0.276978
0.746	0.0206917	0.276978
0.747	0.0347777	0.276605
0.748	-0.0395678	0.276605
0.749	-0.117542	0.276605
0.75	-0.089079	0.276605
0.751	-0.00766633	0.276605
0.752	0.103735	0.276605
0.753	0.0712387	0.276605
0.754	-0.0545551	0.276605
0.755	0.0121091	0.276978
0.756	0.0726546	0.276605
0.757	0.0259046	0.276605
0.758	-0.0399562	0.276605
0.759	-0.012319	0.276605
0.76	0.00360248	0.276605
0.761	-0.0241376	0.276605
0.762	0.00832177	0.276605
0.763	-0.0624401	0.276605
0.764	-0.186772	0.276605
0.765	-0.0750293	0.276605
0.766	0.149242	0.276605
0.767	0.252498	0.276605
0.768	0.251574	0.276605
0.769	0.111071	0.276605
0.77	-0.140741	0.276605
0.771	-0.395876	0.276605
0.772	-0.357863	0.276605
0.773	-0.0528208	0.276605
0.774	0.142909	0.276605
0.775	0.237518	0.276605
0.776	0.364767	0.276605
0.777	0.211866	0.276605
0.778	-0.113078	0.276605
0.779	-0.251182	0.276605
0.78	-0.27287	0.276605
0.781	-0.153763	0.276605
0.782	0.0538002	0.276978
0.783	0.159093	0.276978
0.784	0.111812	0.276978
0.785	0.0815113	0.276605
0.786	0.0586548	0.276605
0.787	-0.0400589	0.276605
0.788	-0.0791046	0.276605
0.789	0.0120494	0.276605
0.79	-0.0134235	0.276605
0.791	-0.0766913	0.276605
0.792	-0.061443	0.276605
0.793	-0.0303403	0.276978
0.794	-0.00236762	0.276605
0.795	0.0856244	0.276978
0.796	0.167464	0.276605
0.797	0.0818227	0.276605
0.798	0.0172487	0.276978
0.799	-0.0589182	0.276605
0.8	-0.145666	0.276978
0.801	-0.20723	0.276605
0.802	-0.0739643	0.276978
0.803	0.108815	0.276978
0.804	0.112013	0.276978
0.805	0.119211	0.276978
0.806	0.143678	0.276978
0.807	0.00876261	0.276978
0.808	-0.103803	0.276978
0.809	-0.0999151	0.276978
0.81	-0.133592	0.276978
0.811	-0.0380756	0.276978
0.812	0.120637	0.276978
0.813	0.0987551	0.276978
0.814	-0.0887135	0.276605
0.815	-0.082858	0.276978
0.816	0.07457	0.276978
0.817	0.131516	0.276978
0.818	0.0687702	0.276605
0.819	-0.00298778	0.276605
0.82	-0.0609151	0.276605
0.821	-0.16328	0.276605
0.822	-0.116581	0.276605
0.823	0.0420188	0.276605
0.824	0.0690627	0.276978
0.825	0.0382095	0.276978
0.826	0.0687867	0.276978
0.827	0.0741097	0.276978
0.828	0.00605011	0.276978
0.829	0.015996	0.276978
0.83	-0.0374495	0.276978
0.831	-0.138157	0.276605
0.832	-0.0737399	0.276978
0.833	0.0265815	0.276605
0.834	-0.009933	0.276605
0.835	-0.0178984	0.276605
0.836	0.081115	0.276605
0.837	0.100775	0.276605
0.838	0.0325059	0.276978
0.839	0.0545902	0.276978
0.84	0.00239415	0.276978
0.841	-0.115714	0.276978
0.842	-0.150191	0.276978
0.843	-0.0523395	0.276605
0.844	0.0175705	0.276978
0.845	0.100128	0.276978
0.846	0.149088	0.276978
0.847	-0.0189406	0.276978
0.848	-0.130695	0.276978
0.849	-0.070581	0.276978
0.85	0.0967128	0.276978
0.851	0.172889	0.276978
0.852	0.0588674	0.276978
0.853	-0.0898417	0.276978
0.854	-0.174284	0.276978
0.855	-0.1065	0.276978
0.856	-0.0477951	0.276978
0.857	-0.0495292	0.276978
0.858	0.134248	0.276978
0.859	0.282272	0.276978
0.86	0.0752205	0.276605
0.861	-0.0486787	0.276605
0.862	-0.0169673	0.276605
0.863	-0.0621333	0.276605
0.864	-0.205277	0.276605
0.865	-0.155925	0.276978
0.866	0.00178483	0.276978
0.867	0.0821363	0.276978
0.868	0.074515	0.276605
0.869	0.114192	0.276605
0.87	0.187034	0.276605
0.871	0.153545	0.276978
0.872	0.000201626	0.276978
0.873	-0.17063	0.276978
0.874	-0.364202	0.276605
0.875	-0.384509	0.276605
0.876	-0.0158053	0.276978
0.877	0.399786	0.276605
0.878	0.39672	0.276605
0.879	0.244033	0.276605
0.88	-0.0246304	0.276605
0.881	-0.283779	0.276605
0.882	-0.317052	0.276978
0.883	-0.0980889	0.276978
0.884	0.0879892	0.276978
0.885	0.10958	0.276978
0.886	0.0786629	0.276605
0.887	0.00446392	0.276978
0.888	-0.0122814	0.276978
0.889	0.0595701	0.276978
0.89	0.0317257	0.276978
0.891	-0.00882835	0.276978
0.892	-0.0919596	0.276978
0.893	-0.0981027	0.276978
0.894	0.0069885	0.276978
0.895	0.109074	0.276605
0.896	0.102666	0.276978
0.897	-0.0386054	0.276978
0.898	-0.0664257	0.276978
0.899	-0.068149	0.276978
0.9	-0.0530403	0.276978
0.901	0.0434427	0.276978
0.902	0.0686255	0.276978
0.903	0.0353555	0.276978
0.904	0.0201296	0.276978
0.905	0.0402371	0.276978
0.906	-0.00493325	0.276978
0.907	-0.0562073	0.276978
0.908	-0.107781	0.276978
0.909	-0.0959155	0.276978
0.91	0.0121122	0.276978
0.911	0.164926	0.276978
0.912	0.127486	0.276978
0.913	-0.0217165	0.276978
0.914	-0.0982297	0.276978
0.915	-0.108405	0.276978
0.916	-0.0359822	0.276978
0.917	0.0686341	0.276978
0.918	0.081557	0.276978
0.919	0.123402	0.276978
0.92	0.101424	0.276978
0.921	-0.156323	0.276978
0.922	-0.321838	0.276978
0.923	-0.147769	0.276978
0.924	0.102189	0.276978
0.925	0.271821	0.276978
0.926	0.285012	0.276978
0.927	0.0763552	0.276978
0.928	-0.108898	0.276978
0.929	-0.235536	0.276978
0.93	-0.264031	0.276978
0.931	-0.0716944	0.276978
0.932	0.174693	0.276978
0.933	0.163351	0.276978
0.934	0.0489802	0.276978
0.935	-0.0300375	0.276978
0.936	-0.038868	0.276978
0.937	-0.0118219	0.276978
0.938	0.0330668	0.276978
0.939	0.0830172	0.276978
0.94	0.114192	0.276978
0.941	-0.0436368	0.276978
0.942	-0.236715	0.276978
